Date,Open,High,Low,Close,Adj Close,Volume
2011-03-11,4.517500,4.637500,4.415000,4.512500,4.146467,148683200
2011-03-14,4.547500,4.662500,4.475000,4.550000,4.180927,100336000
2011-03-15,4.327500,4.490000,4.252500,4.415000,4.056877,125628000
2011-03-16,4.375000,4.587500,4.325000,4.382500,4.027014,147652000
2011-03-17,4.500000,4.507500,4.300000,4.465000,4.102822,123851600
2011-03-18,4.535000,4.550000,4.400000,4.405000,4.047686,88696000
2011-03-21,4.500000,4.545000,4.395000,4.440000,4.079849,75183200
2011-03-22,4.427500,4.470000,4.342500,4.362500,4.008636,71833200
2011-03-23,4.355000,4.465000,4.260000,4.452500,4.091336,78239600
2011-03-24,4.547500,4.862500,4.537500,4.807500,4.417539,178059200
2011-03-25,4.850000,4.862500,4.650000,4.657500,4.279706,119639200
2011-03-28,4.767500,4.910000,4.725000,4.830000,4.438213,120428400
2011-03-29,4.830000,4.847500,4.727500,4.792500,4.403757,71576400
2011-03-30,4.830000,4.850000,4.552500,4.612500,4.238356,117632000
2011-03-31,4.620000,4.670000,4.530000,4.615000,4.240652,65511200
2011-04-01,4.675000,4.680000,4.487500,4.550000,4.180927,85007200
2011-04-04,4.550000,4.562500,4.355000,4.387500,4.031606,92432800
2011-04-05,4.452500,4.487500,4.385000,4.395000,4.038500,82107600
2011-04-06,4.427500,4.432500,4.327500,4.365000,4.010931,85698400
2011-04-07,4.375000,4.552500,4.357500,4.525000,4.157956,102120800
2011-04-08,4.560000,4.560000,4.375000,4.387500,4.031606,74655200
2011-04-11,4.405000,4.427500,4.282500,4.330000,3.978772,54620800
2011-04-12,4.287500,4.372500,4.207500,4.342500,3.990259,84075600
2011-04-13,4.387500,4.467500,4.332500,4.440000,4.079849,74958800
2011-04-14,4.400000,4.630000,4.375000,4.627500,4.252139,125470400
2011-04-15,4.592500,4.735000,4.570000,4.677500,4.298084,96972000
2011-04-18,4.567500,4.597500,4.450000,4.522500,4.155658,74358400
2011-04-19,4.525000,4.542500,4.382500,4.505000,4.139575,65986000
2011-04-20,4.670000,4.737500,4.567500,4.642500,4.265923,65051600
2011-04-21,4.692500,4.722500,4.620000,4.630000,4.254437,42130000
2011-04-25,4.650000,4.780000,4.647500,4.702500,4.321058,61961200
2011-04-26,4.742500,4.872500,4.695000,4.825000,4.433620,67600000
2011-04-27,4.850000,4.850000,4.725000,4.825000,4.433620,45000400
2011-04-28,4.825000,4.975000,4.770000,4.877500,4.481861,68400000
2011-04-29,4.910000,5.110000,4.902500,5.000000,4.594425,83600000
2011-05-02,5.105000,5.107500,4.907500,4.932500,4.532399,61382400
2011-05-03,4.875000,4.890000,4.637500,4.697500,4.316463,80800000
2011-05-04,4.712500,4.765000,4.575000,4.662500,4.284302,63935600
2011-05-05,4.625000,4.720000,4.562500,4.665000,4.286598,54400000
2011-05-06,4.762500,4.875000,4.725000,4.830000,4.438213,84108000
2011-05-09,4.845000,4.962500,4.832500,4.937500,4.536994,70632800
2011-05-10,4.977500,4.982500,4.895000,4.945000,4.543888,69097600
2011-05-11,4.970000,5.020000,4.900000,4.967500,4.564562,61600000
2011-05-12,4.950000,5.130000,4.937500,5.125000,4.709286,122400000
2011-05-13,4.800000,4.812500,4.530000,4.565000,4.194709,202519200
2011-05-16,4.552500,4.562500,4.422500,4.425000,4.066065,72818800
2011-05-17,4.410000,4.412500,4.280000,4.407500,4.049984,142036400
2011-05-18,4.425000,4.547500,4.410000,4.510000,4.144170,65884400
2011-05-19,4.545000,4.547500,4.377500,4.445000,4.084444,65088400
2011-05-20,4.435000,4.532500,4.415000,4.522500,4.155658,57582000
2011-05-23,4.457500,4.550000,4.400000,4.517500,4.151063,58800000
2011-05-24,4.540000,4.717500,4.527500,4.535000,4.167143,72037200
2011-05-25,4.512500,4.620000,4.467500,4.590000,4.217683,54531200
2011-05-26,4.590000,4.745000,4.577500,4.705000,4.323355,70643600
2011-05-27,4.725000,4.882500,4.720000,4.875000,4.479564,65882400
2011-05-31,4.970000,5.012500,4.850000,5.010000,4.603614,120071600
2011-06-01,4.987500,4.995000,4.775000,4.785000,4.396865,76220800
2011-06-02,4.792500,4.827500,4.705000,4.762500,4.376189,60759200
2011-06-03,4.707500,4.750000,4.592500,4.615000,4.240652,54930000
2011-06-06,4.607500,4.650000,4.512500,4.517500,4.151063,43598800
2011-06-07,4.552500,4.577500,4.495000,4.515000,4.148765,43395600
2011-06-08,4.492500,4.520000,4.357500,4.392500,4.036202,56928800
2011-06-09,4.390000,4.400000,4.185000,4.342500,3.990259,74163200
2011-06-10,4.350000,4.377500,4.245000,4.280000,3.932827,49354800
2011-06-13,4.280000,4.335000,4.220000,4.250000,3.905261,57476000
2011-06-14,4.287500,4.380000,4.267500,4.285000,3.937421,53457600
2011-06-15,4.227500,4.252500,4.105000,4.192500,3.852425,93591600
2011-06-16,4.195000,4.260000,3.987500,4.047500,3.719187,102490800
2011-06-17,4.095000,4.097500,3.827500,3.952500,3.631893,146788400
2011-06-20,3.917500,4.000000,3.875000,3.905000,3.588246,74596000
2011-06-21,3.920000,4.020000,3.882500,3.990000,3.666350,70427600
2011-06-22,3.962500,4.015000,3.927500,3.935000,3.615812,65172000
2011-06-23,3.885000,4.080000,3.850000,4.052500,3.723781,74402400
2011-06-24,4.032500,4.067500,3.910000,3.935000,3.615812,52905200
2011-06-27,3.935000,3.960000,3.715000,3.852500,3.540004,114215200
2011-06-28,3.852500,3.920000,3.825000,3.875000,3.560679,69220000
2011-06-29,3.900000,3.975000,3.765000,3.935000,3.615812,96054400
2011-06-30,3.945000,4.027500,3.885000,3.985000,3.661756,65230000
2011-07-01,3.985000,4.052500,3.905000,4.037500,3.709998,54080400
2011-07-05,4.032500,4.070000,3.935000,3.970000,3.647973,53529600
2011-07-06,3.967500,3.975000,3.870000,3.917500,3.599732,52958000
2011-07-07,3.937500,3.957500,3.862500,3.932500,3.613515,98613600
2011-07-08,3.877500,3.905000,3.825000,3.857500,3.544599,61951600
2011-07-11,3.785000,3.800000,3.712500,3.722500,3.420550,71438800
2011-07-12,3.705000,3.740000,3.610000,3.672500,3.374605,86760400
2011-07-13,3.722500,3.747500,3.630000,3.665000,3.367713,63436800
2011-07-14,3.680000,3.702500,3.502500,3.520000,3.234475,108899600
2011-07-15,3.540000,3.562500,3.452500,3.525000,3.239069,82773600
2011-07-18,3.497500,3.517500,3.405000,3.450000,3.170153,81820000
2011-07-19,3.460000,3.562500,3.460000,3.555000,3.266635,60222400
2011-07-20,3.567500,3.587500,3.500000,3.510000,3.225286,66295600
2011-07-21,3.515000,3.700000,3.462500,3.675000,3.376901,114342000
2011-07-22,3.707500,3.762500,3.660000,3.750000,3.445819,73719200
2011-07-25,3.692500,3.707500,3.637500,3.690000,3.390685,56692000
2011-07-26,3.585000,3.675000,3.547500,3.600000,3.307986,69827600
2011-07-27,3.550000,3.567500,3.455000,3.465000,3.183936,65221200
2011-07-28,3.452500,3.530000,3.397500,3.457500,3.177045,64817600
2011-07-29,3.422500,3.490000,3.405000,3.457500,3.177045,67765600
2011-08-01,3.537500,3.652500,3.507500,3.642500,3.347038,101962000
2011-08-02,3.617500,3.845000,3.605000,3.605000,3.312580,135643200
2011-08-03,3.612500,3.715000,3.577500,3.702500,3.402171,76523600
2011-08-04,3.635000,3.635000,3.350000,3.350000,3.078264,97973200
2011-08-05,3.427500,3.470000,3.150000,3.237500,2.974890,127058800
2011-08-08,3.080000,3.190000,2.962500,2.982500,2.740575,108418000
2011-08-09,3.040000,3.237500,3.000000,3.232500,2.970296,132983200
2011-08-10,3.137500,3.227500,3.067500,3.085000,2.834760,114005200
2011-08-11,3.085000,3.397500,3.085000,3.352500,3.080562,107879200
2011-08-12,3.710000,3.715000,3.167500,3.220000,2.958811,319578400
2011-08-15,3.252500,3.350000,3.235000,3.342500,3.071373,86415200
2011-08-16,3.305000,3.350000,3.187500,3.247500,2.984078,71686800
2011-08-17,3.257500,3.312500,3.160000,3.202500,2.942729,55332800
2011-08-18,3.057500,3.087500,2.950000,2.985000,2.742872,80256400
2011-08-19,2.935000,3.097500,2.912500,2.932500,2.694630,76133200
2011-08-22,3.015000,3.050000,2.952500,2.985000,2.742872,61187600
2011-08-23,3.057500,3.310000,3.052500,3.307500,3.039212,93831200
2011-08-24,3.300000,3.310000,3.175000,3.260000,2.995565,68750000
2011-08-25,3.195000,3.252500,3.115000,3.120000,2.866921,69096800
2011-08-26,3.107500,3.285000,3.052500,3.252500,2.988673,73266000
2011-08-29,3.345000,3.352500,3.267500,3.340000,3.069075,60152800
2011-08-30,3.317500,3.447500,3.295000,3.420000,3.142587,68476000
2011-08-31,3.445000,3.480000,3.300000,3.327500,3.057590,70580800
2011-09-01,3.372500,3.445000,3.317500,3.320000,3.050697,76231200
2011-09-02,3.245000,3.290000,3.205000,3.230000,2.967998,47135600
2011-09-06,3.125000,3.302500,3.095000,3.295000,3.027725,69624800
2011-09-07,3.562500,3.660000,3.465000,3.562500,3.273527,160662000
2011-09-08,3.527500,3.612500,3.487500,3.545000,3.257447,88016400
2011-09-09,3.515000,3.610000,3.440000,3.470000,3.188531,86982800
2011-09-12,3.422500,3.582500,3.422500,3.552500,3.264339,91648000
2011-09-13,3.582500,3.650000,3.527500,3.632500,3.337849,85383600
2011-09-14,3.727500,3.867500,3.725000,3.820000,3.510141,154719200
2011-09-15,3.905000,3.925000,3.840000,3.875000,3.560679,75290800
2011-09-16,3.882500,4.025000,3.845000,3.865000,3.551490,139158800
2011-09-19,3.800000,3.827500,3.687500,3.785000,3.477980,96820400
2011-09-20,3.832500,3.847500,3.670000,3.687500,3.388389,79243600
2011-09-21,3.707500,3.772500,3.615000,3.617500,3.324066,71525200
2011-09-22,3.475000,3.480000,3.312500,3.377500,3.103534,131463200
2011-09-23,3.357500,3.545000,3.337500,3.447500,3.167857,101144000
2011-09-26,3.490000,3.500000,3.300000,3.455000,3.174748,97212400
2011-09-27,3.542500,3.572500,3.432500,3.460000,3.179342,78138800
2011-09-28,3.467500,3.555000,3.300000,3.355000,3.082859,123653200
2011-09-29,3.415000,3.472500,3.187500,3.272500,3.007051,86641600
2011-09-30,3.220000,3.237500,3.122500,3.127500,2.873812,67778400
2011-10-03,3.087500,3.185000,2.952500,2.952500,2.713008,94989600
2011-10-04,2.880000,3.225000,2.867500,3.225000,2.963404,136154800
2011-10-05,3.217500,3.370000,3.152500,3.340000,3.069075,85670800
2011-10-06,3.357500,3.482500,3.352500,3.472500,3.190828,77319200
2011-10-07,3.487500,3.590000,3.415000,3.537500,3.250556,80697600
2011-10-10,3.597500,3.695000,3.590000,3.695000,3.395280,53437600
2011-10-11,3.665000,3.725000,3.642500,3.655000,3.358524,81608000
2011-10-12,3.725000,3.727500,3.650000,3.652500,3.356227,61206400
2011-10-13,3.635000,3.872500,3.625000,3.865000,3.551490,85483200
2011-10-14,3.932500,3.972500,3.835000,3.930000,3.611218,70245200
2011-10-17,3.885000,3.885000,3.715000,3.735000,3.432035,61178000
2011-10-18,3.715000,3.880000,3.692500,3.870000,3.556085,59091600
2011-10-19,3.875000,3.942500,3.782500,3.792500,3.484871,55756800
2011-10-20,3.690000,3.705000,3.460000,3.602500,3.310284,99030800
2011-10-21,3.647500,3.707500,3.560000,3.620000,3.326363,62842800
2011-10-24,3.635000,3.812500,3.627500,3.755000,3.450414,53525600
2011-10-25,3.702500,3.732500,3.605000,3.612500,3.319472,57799600
2011-10-26,3.682500,3.702500,3.550000,3.655000,3.358524,50311600
2011-10-27,3.790000,3.850000,3.705000,3.812500,3.503248,57773200
2011-10-28,3.780000,3.935000,3.770000,3.900000,3.583650,49015600
2011-10-31,3.775000,3.797500,3.700000,3.700000,3.399875,51998400
2011-11-01,3.565000,3.575000,3.480000,3.515000,3.229881,79082400
2011-11-02,3.550000,3.567500,3.382500,3.455000,3.174748,96160800
2011-11-03,3.492500,3.670000,3.400000,3.662500,3.365416,74937200
2011-11-04,3.630000,3.717500,3.572500,3.705000,3.404468,65484000
2011-11-07,3.677500,3.740000,3.600000,3.685000,3.386091,61353600
2011-11-08,3.732500,3.792500,3.672500,3.770000,3.464197,54972800
2011-11-09,3.682500,3.730000,3.565000,3.580000,3.289608,53224400
2011-11-10,3.667500,3.705000,3.527500,3.617500,3.324066,99048400
2011-11-11,3.720000,3.775000,3.517500,3.745000,3.441223,175156000
2011-11-14,3.745000,3.782500,3.662500,3.672500,3.374605,50029200
2011-11-15,3.637500,3.747500,3.627500,3.720000,3.418252,50566000
2011-11-16,3.650000,3.747500,3.632500,3.645000,3.349336,51242000
2011-11-17,3.637500,3.647500,3.450000,3.515000,3.229881,65750400
2011-11-18,3.535000,3.535000,3.445000,3.482500,3.200017,50135200
2011-11-21,3.427500,3.692500,3.375000,3.657500,3.360822,133078800
2011-11-22,3.697500,3.790000,3.677500,3.770000,3.464197,128748000
2011-11-23,3.730000,3.757500,3.607500,3.610000,3.317174,82534000
2011-11-25,3.562500,3.645000,3.500000,3.510000,3.225286,40662000
2011-11-28,3.625000,3.762500,3.625000,3.707500,3.406766,69061600
2011-11-29,3.702500,3.775000,3.667500,3.727500,3.425143,62344000
2011-11-30,3.840000,3.917500,3.807500,3.907500,3.590543,73032400
2011-12-01,3.875000,3.965000,3.857500,3.955000,3.634190,52976000
2011-12-02,3.997500,4.012500,3.892500,3.930000,3.611218,54646400
2011-12-05,3.995000,4.000000,3.837500,3.870000,3.556085,64469600
2011-12-06,3.892500,3.900000,3.775000,3.815000,3.505546,57383200
2011-12-07,3.790000,3.820000,3.712500,3.792500,3.484871,51001600
2011-12-08,3.755000,3.817500,3.660000,3.672500,3.374605,49148800
2011-12-09,3.645000,3.755000,3.595000,3.725000,3.422847,55584000
2011-12-12,3.645000,3.660000,3.565000,3.632500,3.337849,57320800
2011-12-13,3.680000,3.725000,3.510000,3.532500,3.245961,51659600
2011-12-14,3.502500,3.522500,3.357500,3.395000,3.119614,63602000
2011-12-15,3.452500,3.475000,3.357500,3.365000,3.092048,43514800
2011-12-16,3.392500,3.457500,3.362500,3.377500,3.103534,61911600
2011-12-19,3.392500,3.432500,3.277500,3.290000,3.023132,46327600
2011-12-20,3.365000,3.487500,3.365000,3.475000,3.193125,44520800
2011-12-21,3.455000,3.492500,3.362500,3.430000,3.151776,54842400
2011-12-22,3.440000,3.587500,3.440000,3.577500,3.287311,57656000
2011-12-23,3.595000,3.600000,3.512500,3.542500,3.255150,24894800
2011-12-27,3.527500,3.570000,3.505000,3.515000,3.229881,19571200
2011-12-28,3.515000,3.522500,3.425000,3.427500,3.149479,23396000
2011-12-29,3.462500,3.500000,3.412500,3.492500,3.209205,21111200
2011-12-30,3.480000,3.517500,3.460000,3.465000,3.183936,18695600
2012-01-03,3.575000,3.600000,3.502500,3.510000,3.225286,46804400
2012-01-04,3.512500,3.565000,3.480000,3.550000,3.262041,34737200
2012-01-05,3.532500,3.695000,3.517500,3.677500,3.379199,56354800
2012-01-06,3.675000,3.677500,3.592500,3.635000,3.340147,53325200
2012-01-09,3.637500,3.705000,3.610000,3.635000,3.340147,50824400
2012-01-10,3.690000,3.692500,3.595000,3.620000,3.326363,54632800
2012-01-11,3.587500,3.620000,3.532500,3.547500,3.259744,48427200
2012-01-12,3.555000,3.557500,3.447500,3.525000,3.239069,65236400
2012-01-13,3.500000,3.507500,3.415000,3.432500,3.154072,50430000
2012-01-17,3.485000,3.485000,3.375000,3.380000,3.105832,62717600
2012-01-18,3.445000,3.522500,3.427500,3.495000,3.211503,63267600
2012-01-19,3.525000,3.592500,3.487500,3.587500,3.296499,60831200
2012-01-20,3.582500,3.625000,3.542500,3.555000,3.266635,54627200
2012-01-23,3.557500,3.655000,3.512500,3.652500,3.356227,56279200
2012-01-24,3.627500,3.750000,3.625000,3.735000,3.432035,73092000
2012-01-25,3.635000,3.722500,3.530000,3.712500,3.411361,127415200
2012-01-26,3.767500,3.810000,3.657500,3.677500,3.379199,79967200
2012-01-27,3.655000,3.747500,3.625000,3.727500,3.425143,44999600
2012-01-30,3.662500,3.717500,3.607500,3.700000,3.399875,39907600
2012-01-31,3.710000,3.712500,3.627500,3.692500,3.392982,35790000
2012-02-01,3.735000,3.775000,3.682500,3.732500,3.429738,42802000
2012-02-02,3.752500,3.887500,3.715000,3.872500,3.558382,69623600
2012-02-03,3.930000,3.987500,3.922500,3.955000,3.634190,49523200
2012-02-06,3.935000,3.940000,3.890000,3.925000,3.606624,27886800
2012-02-07,3.930000,3.957500,3.865000,3.935000,3.615812,41029600
2012-02-08,3.935000,4.155000,3.915000,4.077500,3.746753,84761200
2012-02-09,4.127500,4.150000,4.067500,4.075000,3.744455,56194400
2012-02-10,4.035000,4.050000,3.952500,3.975000,3.652568,44026800
2012-02-13,4.075000,4.090000,3.955000,4.037500,3.709998,61066800
2012-02-14,4.037500,4.095000,4.002500,4.060000,3.730673,45375600
2012-02-15,4.097500,4.225000,4.032500,4.042500,3.714593,111085600
2012-02-16,3.765000,4.145000,3.750000,4.112500,3.778913,188858800
2012-02-17,4.115000,4.142500,3.925000,3.962500,3.641081,102036000
2012-02-21,3.960000,4.080000,3.952500,3.982500,3.659459,51817600
2012-02-22,3.962500,4.060000,3.950000,3.955000,3.634190,49243200
2012-02-23,3.962500,4.000000,3.900000,3.977500,3.654865,32396800
2012-02-24,3.990000,3.995000,3.930000,3.947500,3.627299,36666800
2012-02-27,3.897500,3.915000,3.812500,3.867500,3.553788,74526800
2012-02-28,3.867500,3.912500,3.792500,3.832500,3.521627,69988400
2012-02-29,3.845000,3.910000,3.785000,3.787500,3.480276,68919600
2012-03-01,3.802500,3.857500,3.787500,3.812500,3.503248,44994400
2012-03-02,3.800000,3.900000,3.800000,3.845000,3.533113,68407600
2012-03-05,3.817500,3.825000,3.687500,3.715000,3.413657,51484800
2012-03-06,3.672500,3.702500,3.615000,3.680000,3.381497,47140000
2012-03-07,3.700000,3.717500,3.650000,3.702500,3.402171,44198400
2012-03-08,3.712500,3.752500,3.692500,3.715000,3.413657,43085200
2012-03-09,3.725000,3.752500,3.685000,3.705000,3.404468,36783600
2012-03-12,3.720000,3.745000,3.637500,3.647500,3.351632,29994800
2012-03-13,3.662500,3.717500,3.645000,3.697500,3.397577,55328800
2012-03-14,3.697500,3.705000,3.580000,3.592500,3.301095,73570800
2012-03-15,3.602500,3.665000,3.590000,3.645000,3.349336,38238000
2012-03-16,3.647500,3.665000,3.627500,3.650000,3.353930,42834000
2012-03-19,3.670000,3.687500,3.642500,3.660000,3.363119,40540000
2012-03-20,3.640000,3.640000,3.567500,3.600000,3.307986,44961600
2012-03-21,3.600000,3.647500,3.560000,3.615000,3.321769,46784000
2012-03-22,3.587500,3.640000,3.577500,3.610000,3.317174,42537200
2012-03-23,3.600000,3.647500,3.575000,3.637500,3.342444,31545600
2012-03-26,3.672500,3.697500,3.637500,3.680000,3.381497,28860000
2012-03-27,3.695000,3.750000,3.687500,3.705000,3.404468,41996800
2012-03-28,3.752500,3.840000,3.725000,3.790000,3.482575,89244800
2012-03-29,3.785000,3.837500,3.737500,3.807500,3.498654,37270000
2012-03-30,3.840000,3.872500,3.785000,3.850000,3.537707,52724000
2012-04-02,3.840000,3.872500,3.777500,3.832500,3.521627,40777600
2012-04-03,3.860000,3.865000,3.750000,3.770000,3.464197,43047600
2012-04-04,3.712500,3.760000,3.640000,3.662500,3.365416,49589600
2012-04-05,3.667500,3.712500,3.645000,3.657500,3.360822,36942400
2012-04-09,3.600000,3.622500,3.540000,3.610000,3.317174,36550400
2012-04-10,3.595000,3.645000,3.522500,3.540000,3.252853,47036000
2012-04-11,3.587500,3.662500,3.575000,3.585000,3.294203,37296000
2012-04-12,3.590000,3.690000,3.575000,3.670000,3.372308,38486800
2012-04-13,3.637500,3.657500,3.537500,3.540000,3.252853,31132400
2012-04-16,3.565000,3.575000,3.440000,3.497500,3.213799,46346800
2012-04-17,3.507500,3.550000,3.492500,3.505000,3.220691,46069600
2012-04-18,3.482500,3.500000,3.425000,3.467500,3.186234,40076400
2012-04-19,3.422500,3.552500,3.397500,3.415000,3.137993,66718800
2012-04-20,3.435000,3.445000,3.340000,3.347500,3.075967,50959200
2012-04-23,3.290000,3.322500,3.227500,3.307500,3.039212,70624400
2012-04-24,3.317500,3.345000,3.187500,3.205000,2.945025,73044000
2012-04-25,3.252500,3.295000,3.192500,3.270000,3.004754,72711200
2012-04-26,3.267500,3.300000,3.245000,3.272500,3.007051,53920800
2012-04-27,3.267500,3.287500,3.210000,3.245000,2.981781,47535600
2012-04-30,3.227500,3.267500,3.205000,3.250000,2.986377,26226800
2012-05-01,3.232500,3.342500,3.232500,3.307500,3.039212,40868000
2012-05-02,3.295000,3.307500,3.195000,3.212500,2.951918,68400800
2012-05-03,3.220000,3.240000,3.137500,3.157500,2.901379,41953600
2012-05-04,3.137500,3.155000,3.065000,3.065000,2.816383,54509200
2012-05-07,3.120000,3.172500,3.092500,3.117500,2.864623,60444000
2012-05-08,3.090000,3.135000,3.035000,3.115000,2.862327,46231200
2012-05-09,3.060000,3.152500,3.030000,3.127500,2.873812,52060800
2012-05-10,3.157500,3.162500,3.055000,3.105000,2.853137,59709200
2012-05-11,3.362500,3.420000,3.290000,3.302500,3.034618,143514000
2012-05-14,3.275000,3.332500,3.207500,3.282500,3.016240,43747200
2012-05-15,3.282500,3.355000,3.235000,3.250000,2.986377,59994000
2012-05-16,3.255000,3.292500,3.175000,3.185000,2.926649,47048400
2012-05-17,3.197500,3.227500,3.162500,3.162500,2.905973,33536400
2012-05-18,3.170000,3.185000,3.005000,3.020000,2.775032,56728800
2012-05-21,3.025000,3.087500,3.005000,3.072500,2.823275,41626000
2012-05-22,3.070000,3.075000,2.990000,3.035000,2.788815,41014000
2012-05-23,3.002500,3.115000,2.957500,3.110000,2.857732,49600000
2012-05-24,3.127500,3.132500,3.005000,3.027500,2.781924,52042000
2012-05-25,3.025000,3.125000,3.025000,3.100000,2.848543,39175200
2012-05-29,3.150000,3.200000,3.137500,3.180000,2.922054,31000000
2012-05-30,3.145000,3.167500,3.087500,3.142500,2.887596,37979200
2012-05-31,3.142500,3.155000,3.067500,3.107500,2.855435,35819200
2012-06-01,3.042500,3.072500,2.990000,2.995000,2.752060,44098400
2012-06-04,3.010000,3.027500,2.907500,2.932500,2.694630,43285600
2012-06-05,2.917500,3.025000,2.917500,3.017500,2.772735,36522400
2012-06-06,3.040000,3.105000,3.017500,3.097500,2.846246,36896800
2012-06-07,3.142500,3.160000,2.970000,2.972500,2.731386,52678000
2012-06-08,2.982500,3.040000,2.977500,3.030000,2.784222,37030800
2012-06-11,3.127500,3.182500,3.057500,3.065000,2.816383,83908000
2012-06-12,3.100000,3.157500,3.095000,3.127500,2.873812,49612800
2012-06-13,3.125000,3.132500,3.030000,3.045000,2.798005,49427600
2012-06-14,3.040000,3.065000,2.977500,3.007500,2.763547,58988400
2012-06-15,3.030000,3.075000,3.002500,3.072500,2.823275,38528800
2012-06-18,3.050000,3.125000,3.025000,3.100000,2.848543,30442400
2012-06-19,3.227500,3.357500,3.212500,3.310000,3.041510,96047600
2012-06-20,3.342500,3.425000,3.322500,3.362500,3.089751,97272000
2012-06-21,3.360000,3.360000,3.202500,3.210000,2.949621,51637600
2012-06-22,3.250000,3.287500,3.205000,3.250000,2.986377,86536000
2012-06-25,3.252500,3.262500,3.135000,3.147500,2.892191,49461600
2012-06-26,3.165000,3.205000,3.120000,3.182500,2.924351,43715200
2012-06-27,3.185000,3.307500,3.185000,3.285000,3.018537,50606400
2012-06-28,3.255000,3.330000,3.227500,3.310000,3.041510,54589600
2012-06-29,3.387500,3.462500,3.385000,3.455000,3.174748,61650800
2012-07-02,3.472500,3.475000,3.335000,3.362500,3.089751,58168400
2012-07-03,3.362500,3.457500,3.360000,3.450000,3.170153,21928400
2012-07-05,3.427500,3.442500,3.362500,3.415000,3.137993,28007600
2012-07-06,3.390000,3.400000,3.312500,3.350000,3.078264,38276000
2012-07-09,3.330000,3.345000,3.277500,3.305000,3.036915,30633600
2012-07-10,3.270000,3.367500,3.180000,3.205000,2.945025,51202800
2012-07-11,3.215000,3.255000,3.137500,3.152500,2.896785,48521600
2012-07-12,3.117500,3.122500,3.072500,3.100000,2.848543,47216000
2012-07-13,3.102500,3.155000,3.082500,3.140000,2.885299,32426000
2012-07-16,3.120000,3.175000,3.090000,3.150000,2.894488,33446000
